,P,Exp P,Log P,Log Exp P
6925,0.4574163779275636,0.4961,0.34,0.304
3857,0.4576575573449721,0.4965,0.339,0.304
1789,0.4582670719322778,0.4972,0.339,0.303
4100,0.4587657426870427,0.4976,0.338,0.303
7190,0.4595399821643153,0.4984,0.338,0.302
2,0.4599096689467311,0.4987,0.337,0.302
4946,0.4608169219557089,0.4993,0.336,0.302
3868,0.4609885934872731,0.4995,0.336,0.301
4652,0.461862253831927,0.5007,0.335,0.3
5023,0.462498676644952,0.5018,0.335,0.299
4194,0.4632080289989105,0.5021,0.334,0.299
2595,0.4640051449045328,0.503,0.333,0.298
469,0.4652238976103893,0.504,0.332,0.298
8891,0.4652965824358439,0.5041,0.332,0.297
3132,0.4662077710856126,0.5043,0.331,0.297
414,0.4674276454114354,0.5053,0.33,0.296
432,0.4683059086855101,0.5056,0.329,0.296
1682,0.4692843637623062,0.5065,0.329,0.295
1278,0.4693639982592561,0.5066,0.328,0.295
7389,0.4702816628490474,0.5076,0.328,0.294
128,0.470454655049949,0.508,0.327,0.294
8834,0.4713429733235649,0.5088,0.327,0.293
8731,0.4715339839464256,0.5089,0.326,0.293
7039,0.4725711620788432,0.51,0.326,0.292
3099,0.4726592223956914,0.5101,0.325,0.292
6363,0.4732970786293987,0.5111,0.325,0.291
8727,0.4738228731582091,0.5117,0.324,0.291
5392,0.4742816768983386,0.5123,0.324,0.29
6579,0.4748657412753642,0.5133,0.323,0.29
8517,0.4750427206602319,0.5135,0.323,0.289
5390,0.4759559337304387,0.5145,0.322,0.289
3933,0.4762100383694706,0.5147,0.322,0.288
6535,0.4770238702405293,0.5154,0.321,0.288
6457,0.4774456641149169,0.5159,0.321,0.287
4623,0.4782564193555142,0.517,0.32,0.287
983,0.4785510263003855,0.5171,0.32,0.286
9125,0.4794092842039139,0.5177,0.319,0.286
9402,0.4803941265928257,0.5183,0.318,0.285
8273,0.4815292099031786,0.5193,0.317,0.285
6088,0.4815516144218604,0.5194,0.317,0.284
988,0.4825531379709461,0.52,0.316,0.284
960,0.4832095965171761,0.5206,0.316,0.283
2429,0.4838039785943185,0.521,0.315,0.283
3699,0.4844183181617791,0.5218,0.315,0.282
6198,0.4847657166206635,0.522,0.314,0.282
8818,0.4859314898136507,0.5226,0.313,0.282
4056,0.4866335175261966,0.523,0.313,0.281
2249,0.4870759094041653,0.5233,0.312,0.281
4152,0.4882120938328017,0.5241,0.311,0.281
6512,0.4883506405246224,0.5243,0.311,0.28
856,0.4894555947257158,0.5253,0.31,0.28
9091,0.4898067000165261,0.5255,0.31,0.279
2015,0.4906086743201746,0.5258,0.309,0.279
3332,0.4915411836017372,0.5264,0.308,0.279
5793,0.491853200294621,0.5267,0.308,0.278
3656,0.4927351764991248,0.5273,0.307,0.278
8185,0.4932034941159035,0.5279,0.307,0.277
9157,0.4937730782016746,0.5287,0.306,0.277
3274,0.4942217196751352,0.5291,0.306,0.276
4724,0.4949189970727917,0.5298,0.305,0.276
1681,0.4955111871116374,0.5303,0.305,0.275
6782,0.4961637426652067,0.5308,0.304,0.275
2928,0.4966983234554573,0.5315,0.304,0.274
4116,0.4972702287080939,0.5322,0.303,0.274
6030,0.4979054843297957,0.5328,0.303,0.273
4940,0.498358330008537,0.5333,0.302,0.273
6880,0.499195126833321,0.534,0.302,0.272
8886,0.4998372914030253,0.5343,0.301,0.272
3956,0.5003738296025342,0.5352,0.301,0.271
5574,0.500703422810304,0.5357,0.3,0.271
6896,0.501645125692227,0.5365,0.3,0.27
5703,0.501765211774125,0.5366,0.299,0.27
3544,0.5026615201347412,0.5377,0.299,0.269
5638,0.5030905158506653,0.538,0.298,0.269
5278,0.5037995049810495,0.5389,0.298,0.268
8537,0.5041126568245922,0.5392,0.297,0.268
3014,0.5049025339206277,0.5402,0.297,0.267
6881,0.5053312350248511,0.5405,0.296,0.267
5241,0.5063541313852985,0.5414,0.296,0.266
5613,0.5065189008908391,0.5415,0.295,0.266
8131,0.5076083638031159,0.5427,0.294,0.265
5387,0.5085473908320811,0.5439,0.294,0.264
7813,0.5088269051573051,0.5441,0.293,0.264
4249,0.5099183592298153,0.5449,0.292,0.264
5952,0.5101165793494352,0.5452,0.292,0.263
5843,0.511122067264849,0.546,0.291,0.263
302,0.5116084852941397,0.5464,0.291,0.262
516,0.5128038704960839,0.5469,0.29,0.262
6108,0.5134445401872192,0.5477,0.29,0.261
5439,0.5135093925449226,0.5478,0.289,0.261
9670,0.5148312811016253,0.5488,0.288,0.261
2535,0.5148746930987022,0.549,0.288,0.26
7407,0.5158269793612431,0.5501,0.287,0.26
4687,0.5160431054793895,0.5502,0.287,0.259
992,0.5168822701908071,0.5515,0.287,0.258
4010,0.5170899850092318,0.5517,0.286,0.258
9313,0.5183406287157819,0.5527,0.285,0.258
7873,0.5185829067152119,0.5528,0.285,0.257
9566,0.5194499182726579,0.5535,0.284,0.257
2775,0.5196932538049239,0.554,0.284,0.256
258,0.5206052260444882,0.555,0.283,0.256
1267,0.5208206398339205,0.5553,0.283,0.255
9281,0.5218520827868265,0.5559,0.282,0.255
9133,0.5230048142970583,0.5566,0.281,0.254
1515,0.5235114298522617,0.5579,0.281,0.253
4087,0.5241603918728452,0.5592,0.281,0.252
1428,0.5242505133364979,0.5593,0.28,0.252
6889,0.5251921138416478,0.5605,0.28,0.251
6677,0.5254260556956238,0.5609,0.279,0.251
6247,0.5261669459855882,0.5617,0.279,0.25
5124,0.5266706323630463,0.562,0.278,0.25
7669,0.5278324803265919,0.563,0.278,0.249
8180,0.5279085679246885,0.5631,0.277,0.249
3457,0.5291652679736658,0.5643,0.276,0.248
5855,0.5301182671337936,0.5656,0.276,0.247
9736,0.5305855399425028,0.5659,0.275,0.247
1643,0.5313537284128343,0.5669,0.275,0.246
4048,0.5315146488903549,0.567,0.274,0.246
1779,0.5329686102068667,0.5677,0.273,0.246
28,0.5335082113328155,0.5682,0.273,0.245
6784,0.5339847478337783,0.5688,0.272,0.245
991,0.5346579610864564,0.5696,0.272,0.244
633,0.5352282774806048,0.5699,0.271,0.244
8724,0.5362554598874288,0.5709,0.271,0.243
7395,0.536443014820344,0.571,0.27,0.243
8073,0.5379179960554621,0.5718,0.269,0.243
3988,0.5382233536465632,0.5722,0.269,0.242
7124,0.539185002435598,0.5729,0.268,0.242
7346,0.5398612724649255,0.5735,0.268,0.241
8018,0.540345274897488,0.5737,0.267,0.241
8710,0.5414449901005352,0.5744,0.266,0.241
5868,0.5420591876980485,0.5748,0.266,0.24
5749,0.5426384642870729,0.5753,0.265,0.24
471,0.5435110842608726,0.5762,0.265,0.239
4247,0.543950879656472,0.5768,0.264,0.239
4263,0.5448541155343608,0.5775,0.264,0.238
276,0.5452026270788493,0.5776,0.263,0.238
7820,0.5465226020208982,0.5787,0.262,0.238
3235,0.5466544028184458,0.5788,0.262,0.237
4393,0.54781202259773,0.5799,0.261,0.237
519,0.5480489732838395,0.5801,0.261,0.236
7608,0.5489939195388407,0.5805,0.26,0.236
7635,0.5501129305344196,0.5815,0.26,0.235
565,0.5501784880143605,0.5817,0.259,0.235
9375,0.5511694037432386,0.5828,0.259,0.234
9408,0.5514991770511044,0.5829,0.258,0.234
5997,0.5528749011746052,0.5838,0.257,0.234
3721,0.5531280803115965,0.5842,0.257,0.233
5819,0.5542426548998649,0.585,0.256,0.233
6133,0.5544598202816589,0.5855,0.256,0.232
24,0.5553000257519609,0.5861,0.255,0.232
3913,0.5561806645607746,0.5869,0.255,0.231
7107,0.5566037550925929,0.5875,0.254,0.231
2255,0.5573467139907691,0.5882,0.254,0.23
7073,0.5579045303822181,0.5888,0.253,0.23
3100,0.558460129063237,0.5896,0.253,0.229
7636,0.5594049614507239,0.5902,0.252,0.229
8326,0.5598129457632414,0.5909,0.252,0.228
2821,0.5604216301659101,0.5914,0.251,0.228
406,0.5612036857542794,0.5923,0.251,0.227
4820,0.5619466922634533,0.5924,0.25,0.227
6514,0.5630203754507668,0.5932,0.249,0.227
4198,0.5635467038743067,0.5937,0.249,0.226
9019,0.5647179446066837,0.5939,0.248,0.226
4030,0.5656848069681975,0.5945,0.247,0.226
3476,0.566118132024952,0.595,0.247,0.225
9584,0.5669211776301522,0.596,0.246,0.225
7148,0.5672611149739768,0.5964,0.246,0.224
6294,0.5682087838140262,0.5973,0.245,0.224
4368,0.5689080092966765,0.5978,0.245,0.223
58,0.5697063744492267,0.5985,0.244,0.223
2335,0.5707669944128374,0.5992,0.244,0.222
4157,0.5708763205931,0.5993,0.243,0.222
8955,0.5716674516922442,0.6005,0.243,0.221
1526,0.572149094956993,0.6013,0.242,0.221
1924,0.5727514192721288,0.6019,0.242,0.22
2824,0.5737075873274348,0.6023,0.241,0.22
1400,0.5744255572429242,0.6033,0.241,0.219
6311,0.5747794395276615,0.6036,0.24,0.219
3965,0.5760183710161983,0.6047,0.24,0.218
2302,0.5762489227563758,0.6048,0.239,0.218
7270,0.5774508759386222,0.6056,0.238,0.218
5994,0.5785025319379105,0.6061,0.238,0.217
6688,0.5789004877976123,0.6065,0.237,0.217
3909,0.5797931871777221,0.6075,0.237,0.216
6912,0.5801125328726435,0.6077,0.236,0.216
6318,0.5808545536661477,0.6089,0.236,0.215
8000,0.5816438407112123,0.6097,0.235,0.215
3902,0.582034549682756,0.6103,0.235,0.214
5432,0.5828037494477996,0.6113,0.234,0.214
1079,0.5831589429201138,0.6117,0.234,0.213
2698,0.5842554866726446,0.6126,0.233,0.213
4230,0.5846699775449897,0.6131,0.233,0.212
8434,0.5854807168777203,0.6141,0.232,0.212
9590,0.5859272873509073,0.6145,0.232,0.211
794,0.5868389180563811,0.6152,0.231,0.211
5060,0.5874526616877874,0.6159,0.231,0.21
1886,0.5881692584622278,0.6164,0.23,0.21
9820,0.589121178799249,0.6174,0.23,0.209
6791,0.5897496375648869,0.6177,0.229,0.209
1835,0.5905294564392771,0.6188,0.229,0.208
1281,0.5909267797826148,0.6192,0.228,0.208
662,0.5924641691320893,0.6202,0.227,0.207
4371,0.5936751956082711,0.6212,0.226,0.207
919,0.5939187827574437,0.6216,0.226,0.206
4239,0.5950513924382231,0.6227,0.225,0.206
2773,0.5952396611674731,0.6231,0.225,0.205
5802,0.596728751749349,0.6239,0.224,0.205
4063,0.5972534120753076,0.6245,0.224,0.204
3169,0.5977880598131762,0.6249,0.223,0.204
2174,0.5991480483247894,0.6257,0.222,0.204
1940,0.5999741577694395,0.6259,0.222,0.203
9261,0.6006698679886182,0.6266,0.221,0.203
4203,0.6012730148125889,0.6274,0.221,0.202
8477,0.6022810696944167,0.6278,0.22,0.202
3303,0.6032873789926587,0.6283,0.219,0.202
2560,0.6036486428401917,0.6288,0.219,0.201
3556,0.6050112155224971,0.6303,0.218,0.2
5661,0.606117133795407,0.6316,0.217,0.2
9740,0.6062808016282544,0.6317,0.217,0.199
4852,0.6074943846583079,0.6326,0.216,0.199
9625,0.6083975489705072,0.6332,0.216,0.198
1731,0.6090844607065393,0.6336,0.215,0.198
8386,0.6100867032870316,0.6346,0.215,0.197
2139,0.6103216293616617,0.6348,0.214,0.197
1790,0.6112627167512438,0.6361,0.214,0.196
7790,0.6116995577719628,0.6365,0.213,0.196
7593,0.6125266670418443,0.6376,0.213,0.195
9570,0.6130908349672298,0.6382,0.212,0.195
7261,0.6136963911000084,0.639,0.212,0.194
3381,0.614500855231612,0.64,0.211,0.194
9843,0.6149674978774591,0.6405,0.211,0.193
1819,0.6161800605871846,0.6418,0.21,0.193
6954,0.6164644699351969,0.642,0.21,0.192
7450,0.6172223336476685,0.6435,0.21,0.191
8849,0.6173521719361172,0.6437,0.209,0.191
1332,0.6185518371693997,0.645,0.209,0.19
6714,0.618781889319586,0.6452,0.208,0.19
5927,0.6200201529807005,0.6464,0.208,0.189
2346,0.6202943783132313,0.6466,0.207,0.189
6389,0.6216978301187193,0.6475,0.206,0.189
659,0.6223875838777972,0.6479,0.206,0.188
9213,0.6230334165272514,0.6483,0.205,0.188
8381,0.6245356476813193,0.6492,0.204,0.188
4059,0.6247955890812118,0.6494,0.204,0.187
2160,0.6259371344931979,0.6503,0.203,0.187
6500,0.6262833808077464,0.6509,0.203,0.186
7134,0.627384987057886,0.6524,0.202,0.185
9513,0.6290314941982974,0.6539,0.201,0.184
8048,0.6302896459193207,0.6551,0.2,0.184
6603,0.6306751725115534,0.6554,0.2,0.183
5311,0.6317623783047982,0.6561,0.199,0.183
9503,0.6328446781138828,0.657,0.199,0.182
5134,0.633291704324495,0.6573,0.198,0.182
3890,0.6342936869131913,0.6585,0.198,0.181
9837,0.6347152297429745,0.6589,0.197,0.181
8260,0.6358694987908085,0.66,0.197,0.18
5127,0.6360703355064925,0.6603,0.196,0.18
4752,0.6374458934065118,0.6615,0.196,0.179
9779,0.637629919874175,0.6616,0.195,0.179
7086,0.6390386987866543,0.6627,0.194,0.179
329,0.6396286666616992,0.663,0.194,0.178
9063,0.6404914842403066,0.6635,0.193,0.178
2261,0.6417175472153613,0.6646,0.193,0.177
6786,0.6420958709634779,0.6647,0.192,0.177
7471,0.643431277914571,0.6661,0.191,0.176
5292,0.6450403574320518,0.6674,0.19,0.176
418,0.6452176882653626,0.6676,0.19,0.175
4134,0.6464571963538195,0.6692,0.189,0.174
8002,0.6479998920609464,0.6706,0.188,0.174
8464,0.6481936562450878,0.6707,0.188,0.173
3267,0.6494005399152591,0.6716,0.187,0.173
3918,0.6501294228529206,0.6723,0.187,0.172
2771,0.650909074321217,0.6731,0.186,0.172
561,0.6514004704821027,0.6738,0.186,0.171
5964,0.6524236124109102,0.6747,0.185,0.171
3605,0.653157853134914,0.6754,0.185,0.17
5725,0.6539239034178731,0.6763,0.184,0.17
9892,0.6544302364508202,0.6769,0.184,0.169
809,0.6554497356075197,0.6779,0.183,0.169
6940,0.6568931665893845,0.6785,0.183,0.168
7573,0.6569505916903652,0.6786,0.182,0.168
8560,0.6580560499110654,0.68,0.182,0.167
8285,0.6585497450059317,0.6806,0.181,0.167
3289,0.6589421093413259,0.6816,0.181,0.166
7058,0.6599965323611074,0.6829,0.18,0.166
1503,0.6602799766751652,0.6832,0.18,0.165
2161,0.6613082076484261,0.6847,0.18,0.164
5755,0.6616732705739191,0.685,0.179,0.164
8816,0.662651099125527,0.6863,0.179,0.163
8971,0.6630543914796798,0.6873,0.178,0.163
2367,0.6637681192835325,0.6879,0.178,0.162
5850,0.664607283229294,0.6884,0.177,0.162
9967,0.6661489186215027,0.6894,0.176,0.162
8889,0.6665054971432451,0.6895,0.176,0.161
5304,0.6675792296866594,0.6906,0.175,0.161
5776,0.6680278264344437,0.6911,0.175,0.16
3598,0.6691612629558503,0.6926,0.174,0.16
6395,0.6693721792816717,0.6927,0.174,0.159
8191,0.6707326516286521,0.6943,0.173,0.158
149,0.6722436938704119,0.6954,0.172,0.158
1308,0.6730575589751214,0.6959,0.172,0.157
4156,0.6738182950176215,0.6969,0.171,0.157
6770,0.6744229916081012,0.6975,0.171,0.156
5144,0.6753379943220651,0.6988,0.17,0.156
2491,0.6758443591272554,0.6991,0.17,0.155
4943,0.6768670218522457,0.6996,0.169,0.155
2481,0.678352229644646,0.7007,0.169,0.154
4333,0.6784480991444586,0.701,0.168,0.154
6105,0.6801206346265952,0.7022,0.167,0.154
9969,0.6801787476960109,0.7023,0.167,0.153
3276,0.6817021846784874,0.7033,0.166,0.153
7980,0.6824015742866607,0.7039,0.166,0.152
3355,0.6834325519716031,0.7045,0.165,0.152
16,0.6840437185171361,0.7056,0.165,0.151
1016,0.6847340136785893,0.7066,0.164,0.151
269,0.6854661244061817,0.7072,0.164,0.15
1602,0.686423362516015,0.7077,0.163,0.15
7520,0.6878521482143743,0.7088,0.163,0.149
9824,0.6879791293419235,0.7089,0.162,0.149
3444,0.6895432380684188,0.7104,0.161,0.148
5810,0.6911108385080902,0.7121,0.16,0.147
8708,0.6926561604049142,0.7135,0.159,0.147
2027,0.692956844420914,0.7137,0.159,0.146
2407,0.6943275233209485,0.715,0.158,0.146
8047,0.6945822751329238,0.7154,0.158,0.145
305,0.6958498200217738,0.7163,0.157,0.145
7919,0.6966976218265364,0.717,0.157,0.144
1639,0.6974593077736269,0.7176,0.156,0.144
5827,0.6990484517636208,0.7184,0.155,0.144
3986,0.6992817137145264,0.7187,0.155,0.143
9521,0.7004591715563357,0.7203,0.155,0.142
8427,0.7006570564500347,0.7208,0.154,0.142
7649,0.7012627529300455,0.722,0.154,0.141
6058,0.7023261720193856,0.7232,0.153,0.141
9801,0.703080149423692,0.7237,0.153,0.14
1748,0.7039451381512216,0.7244,0.152,0.14
7179,0.7046725752006449,0.7253,0.152,0.139
750,0.7055085120274301,0.7262,0.151,0.139
7451,0.7061423635377486,0.727,0.151,0.138
1715,0.7072125158204401,0.7279,0.15,0.138
6846,0.7077819037482864,0.7287,0.15,0.137
2002,0.7091758666043502,0.7296,0.149,0.137
216,0.7099491211150777,0.7303,0.149,0.136
210,0.710438632870158,0.7305,0.148,0.136
2007,0.7123066120154331,0.7319,0.147,0.136
1557,0.7123827623537471,0.732,0.147,0.135
8245,0.713629682462767,0.7337,0.147,0.134
2958,0.713725285991286,0.7338,0.146,0.134
9554,0.7153206319511514,0.7354,0.145,0.133
9839,0.7169373252876468,0.7371,0.145,0.132
883,0.7170106368815212,0.7372,0.144,0.132
2876,0.718634804775405,0.7386,0.143,0.132
985,0.7187966379226909,0.7388,0.143,0.131
6687,0.7204444937827361,0.7401,0.142,0.131
6364,0.7210423872594811,0.7405,0.142,0.13
9176,0.7219641778811294,0.7415,0.141,0.13
7123,0.7229191925917424,0.7422,0.141,0.129
4188,0.7238693477728348,0.7429,0.14,0.129
5177,0.7243603211297869,0.7439,0.14,0.128
8118,0.7253279853121102,0.7444,0.139,0.128
8402,0.726170576528254,0.7456,0.139,0.127
808,0.7269670264009166,0.7463,0.138,0.127
5170,0.7276463884834052,0.7474,0.138,0.126
2730,0.7286909571335423,0.7483,0.137,0.126
7795,0.7293853668920078,0.7491,0.137,0.125
776,0.7303574521002921,0.7502,0.136,0.125
7351,0.7308147104531513,0.7508,0.136,0.124
1329,0.7320143508732012,0.7521,0.135,0.124
123,0.7328072650721997,0.7525,0.135,0.123
5797,0.7336804554916109,0.7535,0.134,0.123
4918,0.7350477416601243,0.7543,0.134,0.122
7441,0.735624523321571,0.7546,0.133,0.122
9319,0.7370581235576736,0.7557,0.132,0.122
8675,0.7373322454970888,0.756,0.132,0.121
4251,0.7389286583974113,0.7573,0.131,0.121
4189,0.7391873715976655,0.7578,0.131,0.12
2566,0.7407571568370752,0.7592,0.13,0.12
6373,0.7411230044064377,0.7595,0.13,0.119
2859,0.7423236529220378,0.7604,0.129,0.119
6949,0.7432667835846665,0.7613,0.129,0.118
51,0.7439130070783854,0.7618,0.128,0.118
9578,0.7455467767911891,0.763,0.128,0.117
7927,0.7457439227376104,0.7632,0.127,0.117
9487,0.7473200373806661,0.764,0.126,0.117
9407,0.7482586291578449,0.7648,0.126,0.116
6825,0.7491676617063359,0.7652,0.125,0.116
275,0.7504440703141754,0.7665,0.125,0.115
2102,0.7507741751793232,0.767,0.124,0.115
8192,0.751514874913639,0.7683,0.124,0.114
7826,0.7524989359821828,0.7689,0.123,0.114
701,0.7533906582731006,0.7701,0.123,0.113
8319,0.7543312429267148,0.771,0.122,0.113
2088,0.7547687863870804,0.7718,0.122,0.112
9441,0.755975952930452,0.7733,0.121,0.112
8945,0.7560899584931335,0.7736,0.121,0.111
7061,0.7578728571563462,0.7754,0.12,0.11
3455,0.7595079691306954,0.777,0.119,0.11
1268,0.7595658826736593,0.7772,0.119,0.109
3160,0.7608507431713689,0.779,0.119,0.108
7001,0.7613016197445128,0.7792,0.118,0.108
754,0.7625115559105305,0.7808,0.118,0.107
1039,0.7630153761351111,0.7811,0.117,0.107
5979,0.764909943109854,0.7823,0.116,0.107
6777,0.7651231229333904,0.7826,0.116,0.106
9463,0.7663077754276932,0.7844,0.116,0.105
9222,0.7665307800776632,0.7846,0.115,0.105
4685,0.767817873754935,0.7862,0.115,0.104
1489,0.7682879954015179,0.7868,0.114,0.104
3206,0.7694886080607459,0.788,0.114,0.103
6126,0.7701612646033216,0.7887,0.113,0.103
1411,0.770804871700749,0.7898,0.113,0.102
2648,0.7718175646698237,0.7911,0.112,0.102
1408,0.7726547509391537,0.7916,0.112,0.101
6312,0.7738849330813454,0.7924,0.111,0.101
6226,0.7748883612648181,0.7935,0.111,0.1
8764,0.775357847600838,0.7939,0.11,0.1
9042,0.7761857827480714,0.7953,0.11,0.099
8435,0.7771875854477656,0.7965,0.109,0.099
9864,0.7779373910420235,0.7971,0.109,0.098
3815,0.7790256970768894,0.7986,0.108,0.098
5316,0.7795567288114191,0.799,0.108,0.097
5001,0.7807549647722861,0.7998,0.107,0.097
6752,0.7818790607854179,0.8008,0.107,0.096
2301,0.7826345034520795,0.8017,0.106,0.096
8233,0.7838160086216046,0.8027,0.106,0.095
4302,0.7843750490434718,0.8032,0.105,0.095
5736,0.7858368734648687,0.8045,0.105,0.094
5980,0.7865752964346422,0.8049,0.104,0.094
142,0.787953858489409,0.8061,0.103,0.094
2046,0.7882504784763813,0.8064,0.103,0.093
4032,0.7900020943256978,0.8075,0.102,0.093
8763,0.7908198633589106,0.8082,0.102,0.092
3105,0.7918599326476822,0.8088,0.101,0.092
6640,0.7929874364249198,0.8101,0.101,0.091
2173,0.7935675369930685,0.8108,0.1,0.091
4200,0.7948728477697045,0.8119,0.1,0.09
3387,0.7952603625265255,0.8126,0.099,0.09
7422,0.7962373807290849,0.8138,0.099,0.089
931,0.7971020435634147,0.8153,0.098,0.089
7077,0.7974786983841422,0.8157,0.098,0.088
6808,0.798879929572109,0.8176,0.098,0.087
3663,0.7991305135801088,0.8178,0.097,0.087
3582,0.8008398561912652,0.819,0.096,0.087
6731,0.8012187503427984,0.8195,0.096,0.086
8924,0.8027758144933054,0.8206,0.095,0.086
9663,0.803522029146795,0.8213,0.095,0.085
9380,0.8046352112684648,0.8222,0.094,0.085
5949,0.805522654099263,0.8232,0.094,0.084
8739,0.8064222232655784,0.8247,0.093,0.084
2443,0.8067255767013347,0.8251,0.093,0.083
1112,0.8085651938374292,0.8262,0.092,0.083
8572,0.8091712711142565,0.827,0.092,0.082
8439,0.8100581929234792,0.828,0.091,0.082
2743,0.811044273489193,0.8289,0.091,0.081
1826,0.8120255929829919,0.8299,0.09,0.081
8757,0.8131451371362904,0.8309,0.09,0.08
8419,0.8138442908341068,0.8315,0.089,0.08
2425,0.8152712999947763,0.8328,0.089,0.079
9400,0.8156951578049586,0.8332,0.088,0.079
2377,0.8172352102008538,0.8347,0.088,0.078
2684,0.8175670109013757,0.8351,0.087,0.078
9902,0.8186592191188772,0.8366,0.087,0.077
739,0.8194727038249976,0.8374,0.086,0.077
3092,0.8203442395073205,0.8385,0.086,0.076
5828,0.8214600423602892,0.8396,0.085,0.076
4626,0.822785198748103,0.8405,0.085,0.075
3747,0.8233273503017879,0.8411,0.084,0.075
9679,0.8246441352235868,0.8424,0.084,0.074
2163,0.8253292125408183,0.8427,0.083,0.074
6494,0.826356097158872,0.8444,0.083,0.073
9526,0.8269915022131575,0.8451,0.082,0.073
8188,0.8283263052593088,0.8463,0.082,0.072
4337,0.8289014931432732,0.8466,0.081,0.072
360,0.8304216689558237,0.8483,0.081,0.071
4985,0.8308723499051655,0.8486,0.08,0.071
3752,0.8326760757141061,0.8502,0.08,0.07
6285,0.8327839890778409,0.8503,0.079,0.07
5204,0.8346547144260917,0.852,0.078,0.07
5428,0.8349129539746069,0.8522,0.078,0.069
9634,0.8365666259555209,0.8539,0.077,0.069
3873,0.8368663280117398,0.8541,0.077,0.068
3319,0.8386961991696625,0.8555,0.076,0.068
9207,0.8403256359692158,0.8561,0.076,0.067
8354,0.8406630769451517,0.8562,0.075,0.067
4829,0.8424125461971697,0.8574,0.074,0.067
6374,0.843524402953177,0.8581,0.074,0.066
6716,0.8443573232367041,0.8585,0.073,0.066
7074,0.8456955142997561,0.8601,0.073,0.065
1932,0.8463953580097047,0.8607,0.072,0.065
2804,0.8479603011391644,0.862,0.072,0.064
6551,0.8482091209331724,0.8622,0.071,0.064
7220,0.8498018381415635,0.864,0.071,0.063
7801,0.8502998136234202,0.8647,0.07,0.063
1318,0.8521457435756727,0.8658,0.069,0.063
8218,0.8526077084447146,0.866,0.069,0.062
7503,0.8540948194909593,0.8676,0.068,0.062
1755,0.8544246527618516,0.868,0.068,0.061
7381,0.8560676875609252,0.8698,0.067,0.061
6462,0.8561906031897,0.87,0.067,0.06
9691,0.8580394031767482,0.8712,0.066,0.06
7936,0.8592819039014633,0.872,0.066,0.059
2818,0.8601487928392983,0.8727,0.065,0.059
8935,0.8617289465205338,0.874,0.065,0.058
5914,0.8621015005507888,0.8743,0.064,0.058
4158,0.8638472604443522,0.876,0.064,0.057
9854,0.8639730281636938,0.8763,0.063,0.057
2741,0.8662070119700764,0.8776,0.062,0.057
8109,0.8667648237817104,0.8781,0.062,0.056
2664,0.8679967063872818,0.8797,0.061,0.056
5072,0.8685776101866702,0.8801,0.061,0.055
3737,0.8699897323148926,0.8819,0.06,0.055
7274,0.8703578335829134,0.8821,0.06,0.054
2975,0.8720029716351638,0.883,0.059,0.054
2332,0.8728206464810456,0.8841,0.059,0.053
3406,0.8741815337303491,0.8852,0.058,0.053
4614,0.8754685988168395,0.8862,0.058,0.052
1027,0.8760566112419388,0.8865,0.057,0.052
1449,0.8781406592216126,0.8882,0.056,0.051
78,0.8801674044029334,0.8893,0.055,0.051
191,0.8817864961001538,0.8903,0.055,0.05
7169,0.8822813920645377,0.8908,0.054,0.05
4357,0.884128787587578,0.8923,0.053,0.049
1626,0.8862288965777088,0.8943,0.052,0.049
8677,0.8862350312589179,0.8944,0.052,0.048
8625,0.8882452178123083,0.8964,0.051,0.047
2431,0.8903231806525854,0.8984,0.05,0.047
4079,0.8904352258176343,0.8985,0.05,0.046
3033,0.8920543872346576,0.9006,0.05,0.045
3541,0.8924750789808733,0.9007,0.049,0.045
1348,0.8940570235543301,0.9027,0.049,0.044
9551,0.8943527479897867,0.9031,0.048,0.044
1095,0.8965428065779641,0.9046,0.047,0.044
3848,0.896722127531246,0.9047,0.047,0.043
8647,0.898682337199374,0.9062,0.046,0.043
3175,0.8993943426427998,0.9068,0.046,0.042
2204,0.9005706708680495,0.9077,0.045,0.042
893,0.9020384515939196,0.9089,0.045,0.041
2942,0.9027022648705776,0.9091,0.044,0.041
466,0.9048848979783284,0.9109,0.043,0.041
1122,0.9049713359688089,0.911,0.043,0.04
4447,0.9067941011152272,0.9131,0.042,0.039
1904,0.9089757718650152,0.9148,0.041,0.039
3072,0.9093444333957886,0.9152,0.041,0.038
8380,0.9110192754222676,0.9167,0.04,0.038
3412,0.9115237010270412,0.9173,0.04,0.037
6303,0.9132860782823908,0.9191,0.039,0.037
9031,0.913457315065131,0.9194,0.039,0.036
636,0.9153458712165468,0.9212,0.038,0.036
6163,0.9159300955100992,0.9216,0.038,0.035
765,0.9173960729597676,0.923,0.037,0.035
4097,0.9183057165634724,0.9237,0.037,0.034
9064,0.9196501031221594,0.9252,0.036,0.034
6272,0.920224741199555,0.9258,0.036,0.033
1990,0.9216392697955822,0.9268,0.035,0.033
185,0.9227752440173802,0.9279,0.035,0.032
4633,0.9236389380994772,0.9289,0.034,0.032
5907,0.9254004920796997,0.9301,0.034,0.031
5617,0.9258396468766128,0.9307,0.033,0.031
6597,0.9274103586337542,0.9322,0.033,0.03
7681,0.9280070958063392,0.9326,0.032,0.03
6233,0.930215120355239,0.9338,0.031,0.03
3946,0.931242797478696,0.9344,0.031,0.029
201,0.9323767496319988,0.935,0.03,0.029
7171,0.9338837782692914,0.9365,0.03,0.028
370,0.9344886021336688,0.9368,0.029,0.028
